,Content,Category
3898,",Ok baby ap kro enjoy ji",Primary
3899,",Ok baby ap kro enjoy ji",Primary
3900,",Hnji putt pakmass khatam ho geya baby",Primary
3901,",Ho Gaya khatam ",Primary
3902,",Hnji baby agar dance kar rhe h to video bnana baby",Primary
3903,",Baby  video bna kar send krna hmmMaine dekhna ji",Primary
3904,",Baby miss u so much baby Maine ajj bhut kuch miss kar diya ji",Primary
3905,",Miss u meri jaan jiBhut bura feel ho rha jo mai nhi geya church ji",Primary
3906,",Baby meri baat suno ap se ik bhut jaruri baat krni h g Jis condition se hum dono gujre the us condition me aur ko fas geya h hai baby",Primary
3907,",Baby kal aoge na fr ap hmm ",Primary
3908,",plz phone charge krne k bad me call jarur krna ",Primary
3909,",Agar gussa nhi ho to aoge na ap hmm baby",Primary
3910,",Kya hau g??",Primary
3911,",Baby thodi ajj drink kar lo",Primary
3912,",KR lo g",Primary
3913,",dimag fata ja rha us ldke ki baate sun  mere apna yaadaa geyasara sorr",Primary
3914,",Ohhh koi na relax hoo jao g",Primary
3915,",Bhut bura lg rha h g",Primary
3916,",Ohhh koi na relax hoo jao g",Primary
3917,",Ky huag",Primary
3918,",Rosari",Primary
3919,",Baby ajj na mere ko apne baby ki bhut aa rhi baby",Primary
3920,",Jab free ho jaogi to baat kar lena agar mai na soya to ji",Primary
3921,",call kr lena ji mere ko",Primary
3922,",mere ear me bas us video ki awaj aa rhi ki mummy mere ko matt maro Mere me nakam jala ja rha h Mere ko machine ki awaj se dar lag rha Bas yh hi awaj sunayi de rhi hai  Bhut tone ka mann kr rha Ky kru bhut bura lag rha Dil kar apne ko hi kuch kar loo.....  Lagta jo galti maine ki wo bar bar me yaad dilayi ja rhi god apna insaff kar rha h ji",Primary
3923,",Putt free hoya ni hmm",Primary
3924,",Hnji ho gyi",Primary
3925,",Kro call hmm",Primary
3926,",Hnji putt",Primary
3927,",Hnji khana kha liya g hmm",Primary
3928,",Hnji putt free hoye yh nhi ji hmmm",Primary
3929,",Hnji putt ky hua g ",Primary
3930,",Hnji baby  ky hua ji kuch kam kar rhe h ap ji hmm",Primary
3931,",Phuch gye g hmm ",Primary
3932,",shayd mai tang kar rha hoo ji ",Primary
3933,",ajj akhri baar baat kr lena baby  aur jldi krna ji Mai so na jao Sorry mai ajj ik promise tod  diya h g",Primary
3934,",Kehda promise?",Primary
3935,",Teh aakhri Baar baat Kyun ?",Primary
3936,",Chalo ap kar baat meenakshi se ji hm fr kbhi krenge  ",Primary
3937,",Haan theek hai. Ok.",Primary
3938,",Baat krna chate to h but nhi karna chate h krogi baat to kar loonga mera to bhut mann h g",Primary
3939,",baat kar skti ho to baat kre ky",Primary
3940,",Baby ap me bhut nafrat aa gyi h mere liye g mere se bardast nhi ho rha h g",Primary
3941,",Nhi karni baat ap ne ji",Primary
3942,",Wait  kar rha ho apk call ki agar ho ske to kar lena ",Primary
3943,",Baby ab lgta h ap sab kuch khatam kar diya h gBaby ap ko akhri gift dena chata  hoo ji 6 ko dunga ji Face to face do yh kisi k hath me bhej doo ji Yh bhut hi payar gift hoga ap k liye ji jintni v journey  rhi yaad ayegi",Primary
3944,",Bas yh face to face doo ji yh kisi k hath me bhej doo ji",Primary
3945,",Hnji ki keh rahe si",Primary
3946,",Drive safely... ",Primary
3947,",Hi ",Primary
3948,",R u there?",Primary
3949,",Maine ye puchna tha bus kha ayegi",Primary
3950,",Francis k ghar k pass ji",Primary
3951,",Ok thank-you",Primary
3952,",Thank you",Primary
3953,",Lunch KR lena",Primary
3954,",Baki jo v details chahiye francis ko call kr lo",Primary
3955,",Ok ",Primary
3956,",Hi",Primary
3957,",Gd afternoon ",Primary
3958,",Hnji ji",Primary
3959,",bata dega  sab kuch apko francis ji",Primary
3960,",Hm kaise ho ap",Primary
3961,",Maje me ho ji ",Primary
3962,",",Primary
3963,",",Primary
3964,",Are u coming tomorrow...",Primary
3965,",Nhi phale anna tha ab nhi aa rha jis k time nikalna tha ab wo hi nhi so nhi anna",Primary
3966,",Ok ",Primary
3967,",Ap jao aur enjoy krna Mai ni chata  k apka mood off rhe ji is liye nhi anna h Ap ache enjoy kar paoge",Primary
3968,",Pagal.. kisne bola",Primary
3969,",Aur mai v umeed karta ho ap v maje me honge ji@",Primary
3970,",Mera koi mood kharab nhi hota",Primary
3971,",Happy Paji naal gal hoyi",Primary
3972,",Mere dost ka bhut special  day Mai ni chata meri vje se kharab ho jaye So mera na anna mai smjhta hoo shi  rhega maine francis ko bol diya k mainejna airport ji aur wo bhi maan geya h ji",Primary
3973,",Ok g",Primary
3974,",Kal kar rha tha phone maine nhi uthaya g  kal mrng me miloonga time table btana h usko bas aur kuch nhi",Primary
3975,",Ok",Primary
3976,",Mai to khuss bas uski shadi ho rhi h Mai jao yh na jao is frak nhi padega bas uski shadi ho jyega mai khuss ",Primary
3977,",Hmmm hnji",Primary
3978,",Ik yh hi mere par badi jemebari di thi maine wo poori kar di ap mai free ab koi jemebari nhi h mere par ji",Primary
3979,",Photo grapher khon aa",Primary
3980,",Happy",Primary
3981,",Ok ",Primary
3982,",Tik aa",Primary
3983,",Apko kis baat ki tension apke frnd h sath apk ghar wale jao aur enjoy kro Apka mood na kharab ho is liye hi mai nhi aa rha takki ap enjoy kro",Primary
3984,",Ok",Primary
3985,",Thanku",Primary
3986,",G batane ke liye",Primary
3987,",Ap chati ky h ji Ab ky problem h apko ji sab to tk h ",Primary
3988,",Ap lunch KR Lena g ",Primary
3989,",Ap ky chati h ji  mai ao aur apka v mood  kharab aur mera v ji yh chati ap v enjoy na kro aur mai na kar pao ji eh ni chata ho",Primary
3990,",Nhi ",Primary
3991,",Pagal ",Primary
3992,",Phale sath hone par ap khuss hoti thi ab baisa nhi rha ji Jaise khussi milti h le lo ji",Primary
3993,",App mere liye bol rahe hoo ",Primary
3994,",Hnji ji Mere whan na hone se hi ap khuss rhogi Agar aya to bekar apka sab mood off ho jayega ji ",Primary
3995,",Hmm tik aa g good day g",Primary
3996,",Hnji",Primary
3997,",mere yh nhi pata chal rha h ki ap mere chati ky h saff saff bolo ji",Primary
3998,",Kuch nhi  apko lagta hai mera mood kharab ho jata hai apke Ane se par Aisa kuch nhi hai g",Primary
3999,",To ky chati h jiMai wo har cheej avoid kr rha hoo jis se apko problem ho bas itna hi h mera aur kuch nhi Mere dost ko meri jarurat thi fr maine smjhaya aur wo smjh geya ji mere dukh k mai usk sath kal nhi rhunga but khussi v h k kal uski marriage h g",Primary
4000,",Tik aa g AAP chale jaou main nhi jaati hoo shadi mein .....",Primary
4001,",Wo too apka dost aaa mera koi khass nhi aa tum jaoun shadi mein ",Primary
4002,",Dekho mere apk jaane na se problem nhi bas Mere jane se apko problem h ji is liye mai isko solve kr rha hoo jiAp ne bhut si tayri ki h j Ap jao",Primary
4003,",Mera Maan nhi hai app chale jaou g",Primary
4004,",Mera Maan nhi hai app chale jaou g",Primary
4005,",Ap jao jiApko acha lagega agar ho mann to aa jao kal ki kal dekhte h jiAp ne lota pani miss kiya ab shadi matt mai khuss ho ji",Primary
4006,",Ab apk mann ko ky hua g",Primary
4007,",Bas Dil kr Raha ",Primary
4008,",Agar apka mann h g Agar mere anne se apka mann banta h to 1/2 hours k liye aa jaonga",Primary
4009,",bakki ap dekh lo",Primary
4010,",Ok g",Primary
4011,",Hamesha apko gol gol  baat krni  adadaat h saff batao Apko mere sath dekhna shadi to bolo aa jaonga aur2 hours ruk jaonga ",Primary
4012,",haan yh nhi mai chup chap ghar rhu",Primary
4013,",Causal dress me aa jaonga mai sidhe nikal jaonga fr ji ",Primary
4014,",Acha g ",Primary
4015,",Nhi fr app rehne do",Primary
4016,",To ap chati ky h g mere saff saff batao Ab ho geya apka mood off ji ",Primary
4017,",Nhi mood off nhi aa",Primary
4018,",Ap saff saff nhi bata skte to chodo is topic me ky baat krna Ap ky chati mere se bas",Primary
4019,",Akhri bar puch rha Bar bar puchunga to fr bura lagega ji so mai wo cheej nhi krunga g",Primary
4020,",Chalo kal kal dekhte ap kro apna kam ji bye Bhut time le liya apka sorry ji usk liye",Primary
4021,",Kya hau awaj nhi aa Raha hai ",Primary
4022,",Msg me kab se awan anne lg gyi h ji",Primary
4023,",Igo aa rhi bich me ji kuch nhi bol rhe ",Primary
4024,",Aur kuch khna h apko Yh bas ji ",Primary
4025,",Nhi g",Primary
4026,",Agar apko mere se koi baat krni h to kar skti nhi ap kr   lo kam ji ",Primary
4027,",ap bas kabhi bhi koi baat saff saff nhi khti",Primary
4028,",Sorry ap call lag gyi mai chat krte karte jeb me dal diya So sorry ji  apko tang karne k liye ji",Primary
4029,",Ik baat kh kar baat khatam kar rha ho agar apko mere anne se koi problem nhi h to mai 2 hours k liye aa jaong ji Bki ap bata do ky krna ",Primary
4030,",Aa jao mujhe koi problem nhi hai app apni tyari KR ke ana g ",Primary
4031,",Maine ky tyari krni jeans aur t -shirt  me anna ",Primary
4032,",Ok g",Primary
4033,",Fine g",Primary
4034,",Ik baat bolo jo v baat krni h na mere se saff saff kra kro mai itna smjhdar  nhi hoo k apki har baat smjh skoo",Primary
4035,",Agar apko baat krni h mere se to kar skti Call v kar skti mere ko koi problem nhi ",Primary
4036,",baki jaisa apko tk lage ji",Primary
4037,",Ok ",Primary
4038,",G",Primary
4039,",Ky ok ",Primary
4040,",Call krna",Primary
4041,",Roti kha Lena g. App",Primary
4042,",Hi hello hnji ",Primary
4043,",Sorry mera phone charge me tha",Primary
4044,",Sorry ji bar bar call krnw k liye",Primary
4045,",Ghar walon ko time par chod dena yh bhej dena ji  kiyu ki bus driver me known nhi h ji",Primary
4046,",Agar baat krni h to call kr lena Agar sona h to v bata dena ji",Primary
4047,",Hu",Primary
4048,",Uth Gaya va g ",Primary
4049,",Kithe reh Gye g",Primary
4050,",Set bhar jayegi",Primary
4051,",Aaoo jaldi",Primary
4052,",Aao jao na ",Primary
4053,",Hum ja rahe aa",Primary
4054,",Aajoa g",Primary
4055,",Sexy boy ",Primary
4056,",I love u sexy",Primary
4057,",Hmm bolo ji",Primary
4058,",I love u sexy",Primary
4059,",love you too baby ",Primary
4060,",Songs lag rahe hoo app",Primary
4061,",Sohne lag rahe hoo app",Primary
4062,",Acha ji ap v ji simple but sexy",Primary
4063,",Ander baithe hum ",Primary
4064,",Wait bas aya ji",Primary
4065,",Maine bolo tha main simple lagungi",Primary
4066,",Hnji baby ana ji",Primary
4067,",Aa jao Ander",Primary
4068,",Room me",Primary
4069,",Ok ji aa geya ji",Primary
4070,",Kha hoo g",Primary
4071,",Baithe ki nhi app",Primary
4072,",Aa Gye app",Primary
4073,",Batao na",Primary
4074,", Hnji pauch Gye ki nhi",Primary
4075,",Hnji babu mere liye pain killer lete anna ",Primary
4076,",i m very tied ji",Primary
4077,",Ok g",Primary
4078,",Hnji putt ghar phuch gye  ji",Primary
4079,",Hi g ",Primary
4080,",Hnji baby",Primary
4081,",mummy k sath me h ji",Primary
4082,",Hnji g ",Primary
4083,",Chalo kar  lo baat ji",Primary
4084,",Ok g ",Primary
4085,",Hnji putt",Primary
4086,",Gd nt putt",Primary
4087,",Gd afternoon g",Primary
4088,",Hnji g",Primary
4089,",kaise h g",Primary
4090,",Hnji free g",Primary
4091,",Sorry putt main soo gyi thi g ",Primary
4092,",Ok ji",Primary
4093,",Gd nt ji",Primary
4094,",Sone ja rahe hoo soo jao g",Primary
4095,",Ek baat pucho apse",Primary
4096,",Aur ky kare ji sona hi h g",Primary
4097,",Ky puchna h ji",Primary
4098,",""Agar ek ladki ek ladke se bahut pyar krti hoo aur wohi ladka door chale jaye ... Aur fr uski life me ladka aaye aur ussse sambhale ... Usski himat Bane ..... Aur usse samjhe  aur pyar kare .,... Fr wohi ladka Baad me wapiss aa jaye ....  wohi ladka jo door chala Gaya  tha ...  Usse ladki Ko kya karna cahiye ........ ",Primary
4099,",Pata nhi ji",Primary
4100,",ladki ko chala jna chahiye ji",Primary
4101,",agar ap bzy h to kal baat ho jyegi ji",Primary
4102,",apko jana h ap jao mai apko nhi rok rha hoo",Primary
4103,",Aur kuch ji Baat krni h to bata do ji",Primary
4104,",Baat krni h to call kar skti ho ji",Primary
4105,",Nhi ap msg hi kar lo g",Primary
4106,",Gd mrng ji jab v free hoti ho call krna mere ko ji",Primary
4107,",Call jarur krna ji",Primary
4108,",Gd mrng ",Primary
4109,",Putt AJ ka cancel kar do ",Primary
4110,",G",Primary
4111,",Main nhi aa Sakti hoo g",Primary
4112,",Yaar fr nhi ho payega baby",Primary
4113,",kiyu  ky ho geya g ",Primary
4114,",Ab nhi karenge hum ok....",Primary
4115,",last day h fr nhi hoga aunty sab ne aa jna h g",Primary
4116,",Koi na g",Primary
4117,",Acha  g Mera mann tha g",Primary
4118,",Koi baat nhi g",Primary
4119,",Ajj vaise bhi ghar wale Jane nhi denge ",Primary
4120,",Ky hua hmm batao ji dil h baby",Primary
4121,",Kuch nhi ",Primary
4122,",App Kam KR lo g",Primary
4123,",Mummy papa se baat KR Lena shadi ke bare me... Ok g",Primary
4124,",Plz na ap ajj meri jid poori kar do ji",Primary
4125,",Nhi ajj nhi g ",Primary
4126,",Hnji",Primary
4127,",Main hemsha poori krti hoo apki jid .... ",Primary
4128,",hmm",Primary
4129,",yh but bhut mann h ky kro ji hmm ji baby",Primary
4130,",Khud kar Lena g",Primary
4131,",Appp",Primary
4132,",Kaise ji aa jao na baby hmm ",Primary
4133,",Nhi ana g ",Primary
4134,",Mummy gussa karenge g",Primary
4135,",App apna Kam KR lo g",Primary
4136,",Mai ni ji Aa jao ji dil h bhut",Primary
4137,",Ap upset ho isi liye mai ap milna cha rha ho ap ne manna hi kar diya",Primary
4138,",ap k marji k bina kuch ho ap milo mere se g ",Primary
4139,",Mai apka husband  ho to milna nhi to rhne dena g",Primary
4140,",Apko bas itna nhi pata chalta dost aur husband apni apni jagah hai ",Primary
4141,",Hnji ji  baat krni h g ",Primary
4142,",Kam kar rhe h koi ky ap ji",Primary
4143,",Bzy h  ji ap ",Primary
4144,",Hnji ji kuch kar rhe h ap ji",Primary
4145,",Mai Baad me baat krti hoo ",Primary
4146,",Aoge ap mere traff ji",Primary
4147,",Nhi g",Primary
4148,",Ok ji",Primary
4149,",Bhar ho ky ap ji",Primary
4150,",Hmmm bahar hoo",Primary
4151,",Kab free hoge ji hmm ",Primary
4152,",Mujhe app apna FB password doge",Primary
4153,",Open hua yh nhi",Primary
4154,",Hnji kuch puch rha hoo open hua yh nhi ji",Primary
4155,",Kidher gye ap apse kuch puch rha hoo ji",Primary
4156,",Answer me ",Primary
4157,",Hnji  ap se kuch puch rha bata to do yaar",Primary
4158,",Hoo Gaya ",Primary
4159,",Kuch puch rha ho baby call uthao ji",Primary
4160,",Mai bar bar call kar rha acha ni lage ga mere ko v aur ap ko v g",Primary
4161,",Chalo rhne do ap karo yaar kam mai to kuch puch v nhi skta sorry",Primary
4162,",Hnji putt so gye aa Ghar aa gye h yh nhi apRply kr do bzy h baby ap to bata do mai so jata hoo ji",Primary
4163,",reply kar dena time mile to ji",Primary
4164,",Gd nt g ",Primary
4165,",Ky hua g",Primary
4166,",hmm bzy h ap ji",Primary
4167,",Soo jao main sone lagi hoo g",Primary
4168,",thodi der baat to kar lo jab so jaoge so jna",Primary
4169,",ky khti ho",Primary
4170,",Mujhe bhaut need aa Rahi aa",Primary
4171,",Hnji so jna baate karte karte g",Primary
4172,",Nhi charge nhi hai mera phone ",Primary
4173,",Mai kon sa manna kar rha tab se baat krna cha rha baat nhi kar rhe",Primary
4174,",kar lo yaar",Primary
4175,",Hnji bolo kar lo thodi der yaar mann bhut h g",Primary
4176,",Ky hua g phone ni utha rhe bzy h ky ap jo phone ni utha rhe g",Primary
4177,",Phone uthoge yh nhi baby",Primary
4178,",Main video dekh Rahi hoo app soo jao g",Primary
4179,",bas bata fr na kro mai bar bar kar rha acha nhi lgta g",Primary
4180,",baat krni h bol rha apse",Primary
4181,",App soo jao maine video dekh Rahi hoo",Primary
4182,",App soo jao",Primary
4183,",tk h dekho yaar video ap sorry g distrub krne k liye",Primary
4184,",agar ap se bina baat kiye neend aa jati to ap call nhi krtaFr sorry distrub kar video dekhte time g",Primary
4185,",Hmm ",Primary
4186,",Baat kro yaar thodi der hi shi neend nhi aa rhi smjh ni ata apko",Primary
4187,",kab se bol rha so jao so jao  lga rkhi",Primary
4188,",had hoti har baat ki baby",Primary
4189,",Mujhe video dekhna hai app Sone ki kosish kro na",Primary
4190,",Agar thodi der baat kr logi to ky ho jyega g",Primary
4191,",video save kar lo ",Primary
4192,",Ik baat hi bol rha hoo bar bar",Primary
4193,",Sorry for evening g",Primary
4194,",Gd mrng ji  ajj mere traff aa jao Aoge yh nhi Mai chata ho ap aa jao baki apki marji",Primary
4195,",Ajj ",Primary
4196,",Mrng me aaon ya ok kab",Primary
4197,",Nt me g",Primary
4198,",agar  aa skte to ",Primary
4199,",AJ Meenakshi se puchti ho g ",Primary
4200,",Ok g",Primary
4201,",Ok ji",Primary
4202,",Aaa jna g sab plan kr k ji",Primary
4203,",Ok I try my best",Primary
4204,",Ok ji",Primary
4205,",App uth Gye ",Primary
4206,",Soye bhi the ki nhi app",Primary
4207,",Soya nhi uthna ky",Primary
4208,",Acha g",Primary
4209,",neend hi nhi to ky krna bas tv dekhta rha",Primary
4210,",Phone KR lete sorry raat ke liye maine zayada hi bol diya apko",Primary
4211,",Mujhe Aisa nhi kehna cahiye ",Primary
4212,",Jab apne baat nhi karni thi to ky ji",Primary
4213,",I m really sorry baby",Primary
4214,",Baate krta rha frnds sab se ky krna tha ap shayd mere ko kuch jatana chati thi",Primary
4215,",Sloni ko bola maine ajj neend  nhi aa rhi baat krna mere se wo baate krti rhi 4 vje takk ji",Primary
4216,",Us se phale apki sister sangeeta se baat krta rhi ",Primary
4217,",Ok good ",Primary
4218,",Main kuch zayda hi bol gyi sorry is ke liye ",Primary
4219,",Time pass ho geya mera raat",Primary
4220,",",Primary
4221,",Ok g",Primary
4222,",Mere ko ni pata jyda bola yh kam ji ",Primary
4223,",App ne kuch nhi bola g ",Primary
4224,",Jis time ap sath chahiye whan ji mere ko kisi aur ka lena pada ji bas yh hi feel hua aur kuch ji",Primary
4225,",Clg jna h apko jao ji",Primary
4226,",Jana aram se jaoungi g ",Primary
4227,",Ok jao g Baat krni h ",Primary
4228,",Abhi college pauch KR Karti hoo app mere bare Baar KR rahe hoo ya apni bare me",Primary
4229,",Smjha nhi ky bare ",Primary
4230,",baat apki smjh nhi ayi ji baat",Primary
4231,",Main ye kehna cha rahi hoo main bhi nhi soyi",Primary
4232,",App tyar hoo rahe honge",Primary
4233,",Ready hoo mai to ji",Primary
4234,",Ok g",Primary
4235,",Ap ko hona h g Clg k liye niklna v hoga g",Primary
4236,",Main pauch gyi hoo g",Primary
4237,",Baat krni h ky apne ji baat krni h to kar  lo ji",Primary
4238,",Baat krni hai bola g",Primary
4239,",Baat KR lo ",Primary
4240,",Fr appko need ayi hogi na",Primary
4241,",Kuch kha Lena g",Primary
4242,",Ok ji ap v kha lena aa gye ghar",Primary
4243,",Ok g mujhe to chakar aa rahe aa",Primary
4244,",Madicien kha lo fr koi hmm",Primary
4245,",Hmm",Primary
4246,",Ok g",Primary
4247,",Hnji nhi kha lo ap ji hmm ",Primary
4248,",Hahahha mast lag rhi lag rhi ho ji",Primary
4249,",Hmmm apki bhudii",Primary
4250,",Apne dekha Hume",Primary
4251,",Hnji putt",Primary
4252,",Pauch gyi g",Primary
4253,",Hi gd evng agar ghar pauch Gye hoo to rest KR Lena aur kuch kha Lena ok g",Primary
4254,",Hlo baby ",Primary
4255,",kaise h g ",Primary
4256,",So gyi ho meri jaan ji",Primary
4257,",Baby  call krna g  agar nhi soye to ji",Primary
4258,",Baby  call krna g  agar nhi soye to ji",Primary
4259,",Hi hello ",Primary
4260,",Check kro baby",Primary
4261,",Kha pauche g ghar ki nh",Primary
4262,",Hnji putt ki hoya hmm ji",Primary
4263,",Sorry main certificate lab Rahi si apna g ",Primary
4264,",Gd mrng ",Primary
4265,",Gd mrng ji baby ",Primary
4266,",Ajj bhaut Bura Sapna dekha",Primary
4267,",Ky dekha ji",Primary
4268,",Ky dekha ji apne spna ji",Primary
4269,",Ek admi bacho ko Jaan se Marta hai ",Primary
4270,",Hnji putt Kida putt kithe aa g",Primary
4271,",Hi hello",Primary
4272,",Hnji putt g",Primary
4273,",Main what's up te kuch send kita va dekh liyo ok g",Primary
4274,",I miss u g ",Primary
4275,",Free hoo Gye g",Primary
4276,",Hnji  putt",Primary
4277,",Kha hoo app",Primary
4278,",Sorry baby ajj time nhi de paya hoo ji",Primary
4279,",ghar ho ji baby",Primary
4280,",Msg to KR dete mujhe",Primary
4281,",Nhi bahar hoo g",Primary
4282,",Aur app ",Primary
4283,",Baat krne ka mann to msg kr lo ji",Primary
4284,",Abhi hi aya aur nha kar just free hua ji",Primary
4285,",Ohh maine disturb kr diya ",Primary
4286,",Nhi meri jaan ji hmm Aur ky lene gye h baby ji",Primary
